id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected
81,两居室，精装修 角门东里小区 无遮挡,308,61898,non_co_ownership,49.76,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,no,no,no,southwest,no,2,116.93735205747438,40.467570129699666,None,None,FALSE
82,正规2居室，业主诚心出售有电梯 4+10号线角门西站,452,57912,non_co_ownership,78.05,flat_floor,tower,steel_concrete_structure,hardcover,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,south,no,no,no,no,no,no,2,115.6847454518694,39.33831135912369,None,None,FALSE
83,司达小区东南向两居室 满五年唯一,275,46297,non_co_ownership,59.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.2,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,no,no,no,southeast,no,no,no,2,115.42869394257075,39.14428325590557,None,None,FALSE
84,马家堡角门 东西通透 近地铁 绿化好 物业好,299,54364,non_co_ownership,55,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,no,west,no,no,no,no,no,2,116.79276922288848,40.20904837444048,None,None,FALSE
85,马家堡67号院，角门东地铁，正规一居。,295,52038,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,no,no,no,no,no,no,1,116.4634536626355,39.651591493189386,None,None,FALSE
86,大红门35号院 精装修 南北通透三居室 板楼中间楼层,498,62321,non_co_ownership,79.91,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.35748733522384,40.82925357913414,None,None,FALSE
87,马家堡角门2居室，精装修婚房，看房方便，近地铁。,338,52322,non_co_ownership,64.6,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,east,no,no,no,no,no,no,no,2,116.19879673132293,39.67629789899396,None,None,FALSE
88,10号线角门东怡然家园上下复式四居室商品房诚心卖,899,54360,non_co_ownership,165.38,duplex,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,4,116.33845133671701,40.72333762711989,None,None,FALSE
89,满5唯一  98年电梯房  诚心出售,455,53543,non_co_ownership,84.98,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,northwest,2,116.02283894621905,39.87465975570828,None,None,FALSE
90,马家堡 枫南世嘉 电梯两居室无遮挡方正,430,57487,non_co_ownership,74.8,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,no,no,no,north,no,no,no,no,2,116.7772381777264,40.129249432201306,None,None,FALSE
91,怡然家园6号院 角门东地铁站 地铁10号线,649,57700,co_ownership,112.48,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3,115.24686904931076,39.35727818053223,None,None,FALSE
92,马家堡67号院  朝东向 正规一居室 满五唯一,280,49392,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,no,no,no,no,no,no,1,115.01005633367113,40.92100417192001,None,None,FALSE
93,角门 洋桥 角门东里 一居室 采光好,278,72661,non_co_ownership,38.26,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,no,no,no,no,no,southwest,no,1,116.55473933376479,40.3324984103452,None,None,FALSE
94,角门东里 南北通透，采光充足，配套齐全，交通便利,383,55468,non_co_ownership,69.05,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,116.78068235992781,40.28242236482833,None,None,FALSE
95,角门2号院南北通透 采光好 视野好,419,54522,non_co_ownership,76.85,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,1,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,116.16731653953453,40.09620871262983,None,None,FALSE
96,南北通透视野宽阔采光充足，配套齐全西马小区满五唯一,287,55902,non_co_ownership,51.34,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,1,116.31263829457926,39.79934561252059,None,None,FALSE
97,马家堡角门 商圈 司达小区10号线精装修两居室诚心出售,295,50428,co_ownership,58.5,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.37442236373518,40.40587519575249,None,None,FALSE
98,正规一居室，户型方正，配套齐全交通便利,358,51975,non_co_ownership,68.88,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,east,no,no,north,no,no,no,no,1,115.17148407529623,40.81979861746931,None,None,FALSE
99,10号线角门东地铁 司达小区 满五年一,335,56483,non_co_ownership,59.31,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.22736843189989,39.749395364217996,None,None,FALSE
100,司达小区 东西通透两居室 诚意出售,275,45682,non_co_ownership,60.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,east,no,west,no,no,no,no,no,2,116.62867103944295,39.89583668278383,None,None,FALSE
101,马家堡阳光花园中高楼层精装修两室,680,73809,non_co_ownership,92.13,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,19,no,south,no,north,no,no,no,no,2,115.78358571621781,39.741172774208614,None,None,FALSE
102,地铁10号线角门东站，南北通透两居室，诚意出售,300,49060,non_co_ownership,61.15,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.59796649508677,40.85929980901692,None,None,FALSE
103,角门东里 南北两居室 采光通风好,330,56219,co_ownership,58.7,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.99198218039817,39.35725240026588,None,None,FALSE
104,马家堡，角门，洋桥，朝南精装两居室，交通便利,316,58956,non_co_ownership,53.6,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,south,no,no,no,no,no,no,2,115.2897691401256,40.22912407334376,None,None,FALSE
105,马家堡 洋桥 角门东里 南北正规两居,315,55070,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.04902593352014,39.60106146126156,None,None,FALSE
106,马家堡洋桥角门  杏林园 精装修两居室,450,59746,non_co_ownership,75.32,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,no,no,southwest,no,2,115.21709574361527,40.604136592201556,None,None,FALSE
107,马家堡角门大红门两居室诚心出售,305,53322,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.2534498456024,39.33087100887989,None,None,FALSE
108,洋桥 角门05年商品房两居室 满五唯一,499,57728,non_co_ownership,86.44,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,top_floor,21,no,no,no,no,southeast,no,no,no,2,115.85541609663085,40.459379128576934,None,None,FALSE
109,南三环外  首座绿洲   电梯一居正对小区花园,355,57370,non_co_ownership,61.88,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,21,no,no,no,north,no,no,no,no,1,116.21035362551193,39.76629680603747,None,None,FALSE
110,地铁角门东站 司达小区 带电梯 两居室,360,55728,non_co_ownership,64.6,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,14,east,no,west,no,no,no,no,no,2,115.4724345611753,40.10765483477004,None,None,FALSE
111,角门东里 满五唯一 10号线角门西/角门东地铁 诚心出售,345,59896,non_co_ownership,57.6,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.15687001571324,39.686150280468524,None,None,FALSE
112,马家堡 角门  南北通透两居室  中间楼层 老少皆宜,536,64837,non_co_ownership,82.67,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,116.4317604266306,40.83751236770077,None,None,FALSE
113,马家堡角门正规1居室，双地铁，满五年，配套齐全。,275,47719,non_co_ownership,57.63,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,bottom_floor,18,east,no,no,no,no,no,no,no,1,116.16505152753899,39.92720780956749,None,None,FALSE
114,大红门35号院满二年的商品房，无遮挡 看房方便,478,57480,non_co_ownership,83.16,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,116.09157489036122,40.907569063611234,None,None,FALSE
115,必看好房10号线角门东地铁 复式格局 满五年唯一商品房,458,50137,non_co_ownership,91.35,duplex,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,2,high_floor,7,no,south,no,no,no,no,no,no,2,116.04171517964456,39.91218297027584,None,None,FALSE
116,马家堡 角门 正规两居 南北通透 满五年唯一 业主诚售,330,52885,non_co_ownership,62.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.88110634950593,39.01643815735719,None,None,FALSE
117,角门 大红门 马家堡 西北向一居    满五年,338,51135,non_co_ownership,66.1,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,21,no,no,no,no,no,no,no,northwest,1,116.17268240566233,40.318413016557706,None,None,FALSE
118,杏林园 马家堡 角门 洋桥 精装两居室,430,51920,non_co_ownership,82.82,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,southeast,no,no,no,2,116.63932808957905,39.769412360765244,None,None,FALSE
119,角门 马家堡 大红门南北通透 精装修一居室,304,55791,non_co_ownership,54.49,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,5,no,south,no,north,no,no,no,no,1,116.22993865920887,40.74895387389121,None,None,FALSE
120,角门东里 南北通透两居 近地铁,310,52722,non_co_ownership,58.8,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.98109451657882,40.21625692193778,None,None,FALSE
121,马家堡 角门 正规一居室 配套齐全 生活方便,330,50645,non_co_ownership,65.16,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,21,no,no,no,no,no,no,no,northwest,1,115.82109890271784,40.166340812727896,None,None,FALSE
122,洋桥 角门东里 两居室  带电梯 地铁10号线 全明格局,395,53647,non_co_ownership,73.63,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,no,north,no,no,southwest,no,2,116.66036685749205,40.49287558936385,None,None,FALSE
123,洋桥 角门东里  2居室  中间楼层 带电梯,380,60655,non_co_ownership,62.65,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,19,east,no,no,no,no,no,no,no,2,116.86425319933768,40.28057875998215,None,None,FALSE
124,角门东马家堡大红门洋桥一居室，户型方正，采光好,290,50322,non_co_ownership,57.63,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,no,no,west,no,no,no,no,no,1,116.67954109274628,39.05225412145253,None,None,FALSE
125,满五年且家庭只有这一套房，东向无遮挡采光视野好！,275,48510,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,no,1,115.8446354751832,40.70942366573215,None,None,FALSE
126,人车分流商品房社区，南向小户型，干净整洁,340,73498,non_co_ownership,46.26,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,bottom_floor,18,no,south,no,no,no,no,no,no,1,116.55256287171375,39.49333777418637,None,None,FALSE
127,阳光花园首套首付128万既得，全明格局2梯3户满五唯一,323,69151,non_co_ownership,46.71,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,low_floor,19,east,no,no,north,no,no,no,no,1,116.08852863046894,39.81900069917997,None,None,FALSE
128,东向大两居  户型方正 精装修 业主诚心出售,545,49722,non_co_ownership,109.61,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,bottom_floor,14,east,no,no,no,no,no,no,no,2,115.18449467722587,40.59237149078455,None,None,FALSE
129,角门东里带电梯全明格局通透两居,410,48247,co_ownership,84.98,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,no,no,no,northwest,2,115.06340929519051,40.49167652047798,None,None,FALSE
130,阳光花园 中间楼层 南向 开间,345,74579,non_co_ownership,46.26,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,middle_floor,19,no,south,no,no,no,no,no,no,1,116.1383830116642,39.067734109103625,None,None,FALSE
131,正规三居室 东南朝向 高楼层视野好 户型方正,650,58787,co_ownership,110.57,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,18,no,no,no,no,southeast,no,no,no,3,115.00733009342113,39.92954374775807,None,None,FALSE
132,角门东里两居南北通透格局配套设施齐全,250,43707,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.3333534953871,39.99939993736228,None,None,FALSE
133,角门东 马家堡 小户型正规两居室,337,56487,non_co_ownership,59.66,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,east,no,no,no,no,no,no,no,2,116.12771992581185,40.847956954795116,None,None,FALSE
134,角门东里 近地铁 带电梯2居 看房方便,360,57463,non_co_ownership,62.65,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,west,no,no,no,no,no,2,116.04593109604666,40.985033088248244,None,None,FALSE
135,马家堡角门 南北通透 明窗客厅 近地铁 绿化好 物业好,349,53016,non_co_ownership,65.83,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.27458881578708,40.57949825206187,None,None,FALSE
136,10号线角门东地铁 2010年小区阳光花园 诚心出售,443,74908,co_ownership,59.14,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,no,no,southeast,no,no,no,1,116.11762284794685,39.70129891331,None,None,FALSE
137,角门地铁，低楼层的南北通透的二居室,399,59402,non_co_ownership,67.17,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,115.16715573213652,39.043491267428244,None,None,FALSE
138,怡然家园6号院 商品房  看房方便,400,49080,non_co_ownership,81.5,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,16,east,no,no,north,no,no,no,no,2,115.28919039127665,40.26640980573739,None,None,FALSE
139,角门东里 近地铁 南北通透 采光充足,398,57598,co_ownership,69.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.80007025902977,40.508662482944445,None,None,FALSE
140,怡然家园5号院 3室2厅 南 北,750,59416,non_co_ownership,126.23,no_data_yet,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Fengtai,Corner_Gate,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.2948702715465,40.542237260471225,None,None,FALSE
141,首座绿洲 1室1厅 北,360,58084,non_co_ownership,61.98,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,21,no,no,no,north,no,no,no,no,1,116.30198884046729,39.542533322989456,None,None,FALSE
142,角门小区双地铁角门西站精装修两居,398,51395,non_co_ownership,77.44,flat_floor,tower,steel_concrete_structure,others,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,top_floor,18,no,no,west,no,no,no,no,no,2,116.02840014807725,39.72819020153458,None,None,FALSE
143,南北通透格局，带电梯，交通便利，4号10号双地铁,410,53351,co_ownership,76.85,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,1,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,115.58418807032703,39.239590449238484,None,None,FALSE
144,洋桥 角门 马家堡 角门东里 不临街,316,55053,non_co_ownership,57.4,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.79619687438463,39.130112375098214,None,None,FALSE
145,马家堡 角门 复式，上下层各有一个带燃气厨房 带电梯,880,46488,non_co_ownership,189.3,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.333333333,self_heating,elevator,Fengtai,Corner_Gate,2,2,2,high_floor,14,no,south,no,north,no,no,no,no,5,115.24227078721671,39.683190015659356,None,None,FALSE
146,马家堡 10号线角门东地铁  大复式 诚意出售看房方便,890,48182,non_co_ownership,184.72,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Fengtai,Corner_Gate,2,1,3,top_floor,11,no,south,no,north,no,no,no,no,4,115.11863434464726,39.40123540348905,None,None,FALSE
147,阳光花园南北2居，马家堡商圈地铁10号线角门东站,778,76726,non_co_ownership,101.4,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,12,no,south,no,north,no,no,no,no,2,116.66569336503949,40.60602429062936,None,None,FALSE
148,10号线角门东  大复式带电梯 满五年唯一商品房 急售,889,47666,non_co_ownership,186.51,no_data_yet,Banlou,mixed_structure,simple_decoration,0.333333333,self_heating,elevator,Fengtai,Corner_Gate,2,1,2,high_floor,7,no,no,west,no,southeast,no,no,no,5,115.63898188321052,39.8498404561504,None,None,FALSE
